dummy3, --use_fast_math,-Xptxas --opt-level=, --gpu-architecture=, --ftz=,-Xptxas --force-store-cache=,-Xptxas --force-load-cache=,-Xptxas --allow-expensive-optimizations=,-Xptxas --fmad=, --optimize=,dummy2,-Xnvlink --preserve-relocs, --relocatable-device-code=, --prec-div=,dummy1,-Xptxas --maxrregcount=,dummy4, --prec-sqrt=, --no-align-double,response,complete,id
1,off,3,sm_86,false,cs,cg,false,false,3,1,off,false,false,1,63,1,false,off,-1.0,false,9163806888790235606
-1,on,3,sm_80,true,cs,cg,true,false,3,1,off,true,false,-1,32,-1,true,off,-1.0,false,18392302943921593801
-1,on,3,sm_86,true,cg,cg,false,false,2,-1,off,false,true,1,32,1,true,on,-1.0,false,17061493505775965231
1,on,2,sm_80,true,cg,cg,false,false,3,-1,on,true,false,-1,63,1,false,on,-1.0,false,14346472209003485002
1,on,2,sm_86,false,cs,cs,false,false,2,1,on,false,false,-1,32,-1,true,on,-1.0,false,13140568155922492348
-1,off,3,sm_80,true,cg,cs,false,true,3,1,on,false,false,1,32,-1,false,on,-1.0,false,6475353004205312287
-1,on,2,sm_86,false,cg,cg,true,true,3,-1,on,false,false,1,63,-1,true,off,-1.0,false,13715597988509804903
-1,off,2,sm_86,true,cs,cs,true,false,3,-1,off,false,true,-1,63,-1,false,on,-1.0,false,10953661406058642844
-1,on,3,sm_86,false,cs,cs,false,true,3,-1,on,true,true,-1,32,1,false,off,-1.0,false,9346051578680796721
1,off,3,sm_86,false,cg,cg,true,true,2,-1,off,true,false,-1,32,-1,false,on,-1.0,false,18217387681007409414
-1,off,2,sm_80,false,cg,cg,true,false,2,1,on,false,true,-1,32,1,false,off,-1.0,false,3089930894891425236
1,off,2,sm_80,false,cg,cs,false,false,3,-1,off,true,true,1,32,-1,true,off,-1.0,false,2977333512466462503
-1,off,2,sm_86,true,cg,cs,false,true,2,1,off,true,false,-1,63,1,true,off,-1.0,false,16072888840238071354
1,on,2,sm_80,true,cs,cs,true,true,2,-1,off,false,false,1,32,1,false,off,-1.0,false,8819979611692722518
1,on,3,sm_80,false,cg,cs,true,true,3,1,off,false,true,-1,63,1,true,on,-1.0,false,6650509682868311789
1,off,2,sm_86,true,cs,cg,true,true,3,1,on,true,true,1,32,1,true,on,-1.0,false,9695807516893670398
1,on,3,sm_86,true,cg,cs,true,false,2,1,on,true,true,1,63,-1,false,off,-1.0,false,2441602840306292905
-1,on,2,sm_80,false,cs,cg,false,true,2,1,off,true,true,1,63,-1,false,on,-1.0,false,8219600283209188281
-1,off,3,sm_80,false,cs,cs,true,false,2,-1,on,true,false,1,63,1,true,on,-1.0,false,1188088471001588173
1,off,3,sm_80,true,cs,cg,false,true,2,-1,on,false,true,-1,63,-1,true,off,-1.0,false,11961680831877731686
