dummy3, --use_fast_math,-Xptxas --opt-level=, --gpu-architecture=, --ftz=,-Xptxas --force-store-cache=,-Xptxas --force-load-cache=,-Xptxas --allow-expensive-optimizations=,-Xptxas --fmad=, --optimize=,dummy2,-Xnvlink --preserve-relocs, --relocatable-device-code=, --prec-div=,dummy1,-Xptxas --maxrregcount=,dummy4, --prec-sqrt=, --no-align-double,response,complete,id
-1,off,2,sm_52,true,cs,ca,true,false,3,-1,off,false,true,-1,63,-1,false,on,8.86873837,true,16844645761357879638
-1,off,2,sm_52,true,cs,ca,true,false,3,-1,off,false,true,-1,63,-1,false,on,8.901584652,true,16844645761357879638
-1,off,2,sm_52,true,cg,ca,false,true,2,1,off,true,false,-1,63,1,true,off,8.901809106,true,4480615701543711457
-1,off,2,sm_52,true,cg,ca,false,true,2,1,off,true,false,-1,63,1,true,off,8.89956752,true,4480615701543711457
-1,off,2,sm_50,false,cg,lu,true,false,2,1,on,false,true,-1,32,1,false,off,8.955717343,true,1792428027787480229
-1,off,2,sm_50,false,cg,lu,true,false,2,1,on,false,true,-1,32,1,false,off,9.000093341,true,1792428027787480229
-1,on,3,sm_52,false,cs,ca,false,true,3,-1,on,true,true,-1,32,1,false,off,8.971952417,true,7898716775037959293
-1,on,3,sm_52,false,cs,ca,false,true,3,-1,on,true,true,-1,32,1,false,off,8.949593981,true,7898716775037959293
1,off,3,sm_52,false,cg,lu,true,true,2,-1,off,true,false,-1,32,-1,false,on,9.064893823,true,9805429852229573678
1,off,3,sm_52,false,cg,lu,true,true,2,-1,off,true,false,-1,32,-1,false,on,9.067303614,true,9805429852229573678
-1,on,2,sm_50,false,cs,lu,false,true,2,1,off,true,true,1,63,-1,false,on,9.077016789,true,10216665352469814747
-1,on,2,sm_50,false,cs,lu,false,true,2,1,off,true,true,1,63,-1,false,on,9.050703265,true,10216665352469814747
1,on,3,sm_52,true,cg,ca,true,false,2,1,on,true,true,1,63,-1,false,off,8.977060782,true,1262471024641038660
1,on,3,sm_52,true,cg,ca,true,false,2,1,on,true,true,1,63,-1,false,off,8.966727803,true,1262471024641038660
-1,on,3,sm_50,true,cs,lu,true,false,3,1,off,true,false,-1,32,-1,true,off,9.055115122,true,3213623806284282893
-1,on,3,sm_50,true,cs,lu,true,false,3,1,off,true,false,-1,32,-1,true,off,9.066275399,true,3213623806284282893
1,off,2,sm_52,true,cs,lu,true,true,3,1,on,true,true,1,32,1,true,on,9.048857071,true,8889371738726844676
1,off,2,sm_52,true,cs,lu,true,true,3,1,on,true,true,1,32,1,true,on,9.050034151,true,8889371738726844676
1,off,3,sm_52,false,cs,lu,false,false,3,1,off,false,false,1,63,1,false,off,9.068875457,true,4034717897715990342
1,off,3,sm_52,false,cs,lu,false,false,3,1,off,false,false,1,63,1,false,off,9.050490103,true,4034717897715990342
1,off,3,sm_50,true,cs,lu,false,true,2,-1,on,false,true,-1,63,-1,true,off,9.069381902,true,14671477335230432353
1,off,3,sm_50,true,cs,lu,false,true,2,-1,on,false,true,-1,63,-1,true,off,9.050931338,true,14671477335230432353
1,on,2,sm_50,true,cg,lu,false,false,3,-1,on,true,false,-1,63,1,false,on,9.061574885,true,2018270510458495475
1,on,2,sm_50,true,cg,lu,false,false,3,-1,on,true,false,-1,63,1,false,on,9.065957341,true,2018270510458495475
1,on,2,sm_52,false,cs,ca,false,false,2,1,on,false,false,-1,32,-1,true,on,9.063369619,true,8995780435087869493
1,on,2,sm_52,false,cs,ca,false,false,2,1,on,false,false,-1,32,-1,true,on,9.116062234,true,8995780435087869493
-1,off,3,sm_50,true,cg,ca,false,true,3,1,on,false,false,1,32,-1,false,on,9.129297215,true,3943362216693597707
-1,off,3,sm_50,true,cg,ca,false,true,3,1,on,false,false,1,32,-1,false,on,9.100088695,true,3943362216693597707
1,off,2,sm_50,false,cg,ca,false,false,3,-1,off,true,true,1,32,-1,true,off,8.961941116,true,6920581540238979767
1,off,2,sm_50,false,cg,ca,false,false,3,-1,off,true,true,1,32,-1,true,off,9.034327328,true,6920581540238979767
-1,on,2,sm_52,false,cg,lu,true,true,3,-1,on,false,false,1,63,-1,true,off,9.211732197,true,13034243342634655858
-1,on,2,sm_52,false,cg,lu,true,true,3,-1,on,false,false,1,63,-1,true,off,9.11737999,true,13034243342634655858
-1,on,3,sm_52,true,cg,lu,false,false,2,-1,off,false,true,1,32,1,true,on,9.151839497,true,2870520078171552534
-1,on,3,sm_52,true,cg,lu,false,false,2,-1,off,false,true,1,32,1,true,on,9.150347565,true,2870520078171552534
-1,off,3,sm_50,false,cs,ca,true,false,2,-1,on,true,false,1,63,1,true,on,8.97959307,true,4775729944753835702
-1,off,3,sm_50,false,cs,ca,true,false,2,-1,on,true,false,1,63,1,true,on,8.983768994,true,4775729944753835702
1,on,2,sm_50,true,cs,ca,true,true,2,-1,off,false,false,1,32,1,false,off,9.041013302,true,7982888430478162147
1,on,2,sm_50,true,cs,ca,true,true,2,-1,off,false,false,1,32,1,false,off,8.949577892,true,7982888430478162147
1,on,3,sm_50,false,cg,ca,true,true,3,1,off,false,true,-1,63,1,true,on,8.980560957,true,9668362488567175221
1,on,3,sm_50,false,cg,ca,true,true,3,1,off,false,true,-1,63,1,true,on,8.983309607,true,9668362488567175221
