dummy3, --use_fast_math,-Xptxas --opt-level=, --gpu-architecture=, --ftz=,-Xptxas --force-store-cache=,-Xptxas --force-load-cache=,-Xptxas --allow-expensive-optimizations=,-Xptxas --fmad=, --optimize=,dummy2,-Xnvlink --preserve-relocs, --relocatable-device-code=, --prec-div=,dummy1,-Xptxas --maxrregcount=,dummy4, --prec-sqrt=, --no-align-double,response,complete,id
1,off,3,sm_52,false,cs,lu,false,false,3,1,off,false,false,1,39,1,false,off,-1.0,false,15306514631058979899
-1,on,3,sm_30,true,cs,lu,true,false,3,1,off,true,false,-1,16,-1,true,off,-1.0,false,10704477250102707331
-1,on,3,sm_52,true,cg,lu,false,false,2,-1,off,false,true,1,16,1,true,on,-1.0,false,16177723886144975218
1,on,2,sm_30,true,cg,lu,false,false,3,-1,on,true,false,-1,39,1,false,on,-1.0,false,12688105552159786936
1,on,2,sm_52,false,cs,ca,false,false,2,1,on,false,false,-1,16,-1,true,on,-1.0,false,3272551603729099740
-1,off,3,sm_30,true,cg,ca,false,true,3,1,on,false,false,1,16,-1,false,on,-1.0,false,2744784039069361686
-1,on,2,sm_52,false,cg,lu,true,true,3,-1,on,false,false,1,39,-1,true,off,-1.0,false,6382560153615016631
-1,off,2,sm_52,true,cs,ca,true,false,3,-1,off,false,true,-1,39,-1,false,on,-1.0,false,5404156146414093496
-1,on,3,sm_52,false,cs,ca,false,true,3,-1,on,true,true,-1,16,1,false,off,-1.0,false,10144606589520683771
1,off,3,sm_52,false,cg,lu,true,true,2,-1,off,true,false,-1,16,-1,false,on,-1.0,false,6255397430791123543
-1,off,2,sm_30,false,cg,lu,true,false,2,1,on,false,true,-1,16,1,false,off,-1.0,false,9334374271926009638
1,off,2,sm_30,false,cg,ca,false,false,3,-1,off,true,true,1,16,-1,true,off,-1.0,false,10467037043907315505
-1,off,2,sm_52,true,cg,ca,false,true,2,1,off,true,false,-1,39,1,true,off,-1.0,false,2987274167190024429
1,on,2,sm_30,true,cs,ca,true,true,2,-1,off,false,false,1,16,1,false,off,-1.0,false,6597012147592188068
1,on,3,sm_30,false,cg,ca,true,true,3,1,off,false,true,-1,39,1,true,on,-1.0,false,2078392116812283994
1,off,2,sm_52,true,cs,lu,true,true,3,1,on,true,true,1,16,1,true,on,-1.0,false,7307369237444727502
1,on,3,sm_52,true,cg,ca,true,false,2,1,on,true,true,1,39,-1,false,off,-1.0,false,7684078232001755512
-1,on,2,sm_30,false,cs,lu,false,true,2,1,off,true,true,1,39,-1,false,on,-1.0,false,11598339939092424737
-1,off,3,sm_30,false,cs,ca,true,false,2,-1,on,true,false,1,39,1,true,on,-1.0,false,888715273638560747
1,off,3,sm_30,true,cs,lu,false,true,2,-1,on,false,true,-1,39,-1,true,off,-1.0,false,10084247039407654295
