-Xptxas --opt-level=, --gpu-architecture=,response,complete,id
2,sm_50,0.099571455,true,16438501365034126973
2,sm_50,0.099704794,true,16438501365034126973
2,sm_50,0.100268441,true,16438501365034126973
2,sm_50,0.100346413,true,16438501365034126973
2,sm_50,0.099770721,true,16438501365034126973
2,sm_50,0.10009173,true,16438501365034126973
2,sm_50,0.099401924,true,16438501365034126973
2,sm_50,0.100434172,true,16438501365034126973
2,sm_50,0.099801893,true,16438501365034126973
2,sm_50,0.099971778,true,16438501365034126973
2,sm_50,0.099499851,true,16438501365034126973
2,sm_50,0.099375567,true,16438501365034126973
2,sm_50,0.100248484,true,16438501365034126973
2,sm_50,0.099859178,true,16438501365034126973
2,sm_50,0.099306634,true,16438501365034126973
2,sm_50,0.103538492,true,16438501365034126973
2,sm_50,0.105330703,true,16438501365034126973
2,sm_50,0.103055876,true,16438501365034126973
2,sm_50,0.101015704,true,16438501365034126973
2,sm_50,0.107002382,true,16438501365034126973
3,sm_50,0.102469493,true,3763198054957792119
3,sm_50,0.100923632,true,3763198054957792119
3,sm_50,0.100536298,true,3763198054957792119
3,sm_50,0.102981918,true,3763198054957792119
3,sm_50,0.102497479,true,3763198054957792119
3,sm_50,0.102067353,true,3763198054957792119
3,sm_50,0.100887879,true,3763198054957792119
3,sm_50,0.101865485,true,3763198054957792119
3,sm_50,0.102021652,true,3763198054957792119
3,sm_50,0.101515481,true,3763198054957792119
3,sm_50,0.100867522,true,3763198054957792119
3,sm_50,0.100587618,true,3763198054957792119
3,sm_50,0.100373277,true,3763198054957792119
3,sm_50,0.101218992,true,3763198054957792119
3,sm_50,0.101635943,true,3763198054957792119
3,sm_50,0.101498684,true,3763198054957792119
3,sm_50,0.100863443,true,3763198054957792119
3,sm_50,0.10142011,true,3763198054957792119
3,sm_50,0.100673732,true,3763198054957792119
3,sm_50,0.102741583,true,3763198054957792119
